,expand,self,id,key,name,projectTypeKey,simplified,style,isPrivate,avatarUrls_48x48,avatarUrls_24x24,avatarUrls_16x16,avatarUrls_32x32
0,"description,lead,issueTypes,url,projectKeys,permissions",https://monsterprajju.atlassian.net/rest/api/3/project/10000,10000,SR,SDET_RD,software,False,classic,False,https://monsterprajju.atlassian.net/secure/projectavatar?pid=10000&avatarId=10401,https://monsterprajju.atlassian.net/secure/projectavatar?size=small&s=small&pid=10000&avatarId=10401,https://monsterprajju.atlassian.net/secure/projectavatar?size=xsmall&s=xsmall&pid=10000&avatarId=10401,https://monsterprajju.atlassian.net/secure/projectavatar?size=medium&s=medium&pid=10000&avatarId=10401
